id,source,category,subCategory,sku,supplierCode,status,soferId,name
"KioKTmxSvI8HWgklhKG0","","בר מצווה","סטים בהמה גסה","","","active","IY1aVdSnTEtoWb6ko9zf","סט בר מצווה מהודר עם תפילין בהמה גסה וברכת כהנים"
"KlLvCjcEq2OV96JtORom","","סט טלית תפילין","סטים רקמה","","","active","","סט טלית תפילין רקמה בולטת – דוגמת יברכך מרובע"
"KlQOlPI8VzP3jx2qLLKu","","סט טלית תפילין","בתי תפילין","","","active","","זוג בתי תפילין מופת פלסטיק בציפוי כסף עם פלקטה"
"L8n0nIDRY9hN2qYOhxXv","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין ועטרה פשתן 'יברכך' – 29 ס""מ"
"LMiBiZULnyyUz20BjM3s","","קלפי מזוזה","","","","active","Jlm3BdMIvUbXT6a3fmSM","קלף מזוזה מהודרת ספרדי"
"LVlnz2LnCGBE4IGNlVqO","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית בגוון בטון עם כיתוב ויברכך"
"Li9oS7GmN3m7HkWZl9dE","","ספרי תורה","","","","active","","ספר תורה מהודר נוסח ספרדי"
"M6FUHCcUihioeKedWKc0","","סט טלית תפילין","סטים קורדרוי","","","active","","סט טלית ותפילין קורדרוי ""יברכך"""
"MEkfi377elb1TfobUKk0","","ספרי תורה","","","","active","dklwyXicTPGhjK0FHhQ9","ספר תורה "
"MGULOQ4m6xQ6tNsyguuq","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית ותפילין דמוי עור חום"
"MGa375OPhjiLdR596hnV","","סט טלית תפילין","סטים בד","","","active","","סט טלית ותפילין מפשתן"
"MLmCFHtcYwxJq2mykGT8","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור 36X29 ס""מ"
"MliTru41ffUnx3bqxggq","","קלפי מזוזה","","","","active","9XHT0RzSXgWwqCIXKNui","מזוזה"
"MqaYPjb41hYk769mS8Bu","","קלפי מזוזה","קלפים","","","active","IY1aVdSnTEtoWb6ko9zf","קלף מזוזה מהודרת ספרדי 15 ס""מ – כתב הרב אלדר אריה"
"Ndpv7n9lOyJeiUOzph6M","","סט טלית תפילין","סטים קטיפה","","","active","","סט טלית תפילין קטיפה כחול כהה עם הדפס 'שמע ישראל'"
"NkWwhgHFlLGFJpacvAsh","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית תפילין דמוי עור לבן עם ריקמה"
"NuV7NRIYtD7zxYqV6MUC","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור לבן ""כותל"" – עיצוב אלגנטי"
"Nwpjz9yC1JsZjznTEvTq","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור שחור עם כיתוב זהב"
"O4xwEmsuTihHra2p1gqv","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין בד פשתן תבר אלגנטי"
"OLlzQRvnE80pzJsB5txj","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור מהודר"
"OROdCeFhQSXERpWbqGyj","","קלפי מזוזה","","","","active","of2HZ1rs9Nj7NcDEQYie","מזוזה גודל 10"
"OoRbYYP9mhwGloMhY5pO","","סט טלית תפילין","","","","active","","סט תיקים לטלית ולתפילין עם ברכת כהנים – צבע אבן"
"P7hCQJXPKNOF604mkWmy","","סט טלית תפילין","בתי תפילין","","","active","","זוג בתי תפילין ""מופת"" פלסטיק כסוף עם פלקטה - מידה 36..."
"PAPD7lzHMD8L02wq0CN5","","סט טלית תפילין","סטים פיו","","","active","","סט טלית תפילין מפיו לבן"
"PJlnRpg75uJcNW7kqAaI","","סט טלית תפילין","תיקים טרמי","","","active","","תיק לאחסון תפילין דמוי עור שחור"
"PQCEuQCRYHpCOkPl5htp","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית ותפילין דמוי עור לבן עם כתב כסף"
"PRjZWT2ZwQJsqp19yCLi","","קלפי מזוזה","","","","active","","קלף מזוזה"
"PRzF4gxU2JOGZUTyYjip","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור עם הדפס יברכך"
"PcKj2rXKDNtHv0UGeUZH","","","","","","active","","אשת חיל "
"Q2UGgXFPuKXkJnkJKLTj","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית ותפילין דמוי עור שחור עם כיתוב"
"Q3PHMfo9PcmlQDMRZdnL","","קלפי תפילין","","","","active","ey1wN573JFLVDEhKyTdv","פרשיות תפילין - כתב חב""ד- אדמוה""ז."
"QN4MBJkqDAie5VWJYmBE","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור לבן אותיות בולטות ""יברכך"" כסף 31X38 ס""מ..."
"QUbRmosrlOSuTEy81w52","","קלפי מזוזה","","","","active","QvLjxevOXXr3qYFOMczu",""
"QpDb2sYXWCiyzcH1eodN","","קלפי מזוזה","","","","active","QvLjxevOXXr3qYFOMczu",""
"QpFj9ULCaMGgS75gzFG0","","קלפי מזוזה","","","","active","","מזוזה ב""י"
"QwKMGgIjKUQ40WQDIQNv","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור קרם בעיצוב מהודר"
"R1R4o5YldY7fpdG9Boll","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור עם ריקמה אפור"
"SINUnloBWE1GbWHx41xo","","מגילות","מגילת אסתר","","","active","","מגילת אסתר כשרה"
"SnKMGHUjaYxFSVJGzye5","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור מהודר 36X29 ס""מ"
"TElmBbfp7tlElKd1jUsb","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין מפשתן"
"THrbUblyd9uASZT9eo5c","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית תפילין מהודר דמוי עור קרם רקמה יברכך 3..."
"TKxfLlCI1JXfCpVNcJOA","","סט טלית תפילין","תיקים טרמי","","","active","","תיק אדיר לאחסון תפלין – טרמי צבאי שחור"
"TgOI9RdRjPQhMX417Gjq","","קלפי מזוזה","","","","active","of2HZ1rs9Nj7NcDEQYie","מזוזה גודל 12 מהודרת כתב ספרדי. "
"Tld3d4bdhQniPc1G4rRj","","סט טלית תפילין","סטים פיו","","","active","","סט טלית תפילין פיו מחורר בצבע חום"
"TtB6yMeHVoy8ggPWCjew","","סט טלית תפילין","סטים קטיפה","","","active","","סט טלית ותפילין קטיפה כחול כהה עם ריקמה"
"Tvlan8zPQHSsb00OUPmo","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית ותפילין דמוי עור"
"UQ36Q5sgPMa6eprfdUOd","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית ותפילין דמוי עור לבן"
"URqPzadX1yg95kVU60VU","","קלפי מזוזה","","","","active","VSxQwabZLdkkamGGUGu8","מזוזה גודל 20 הדמו""ר הזקן חבד"
"VBQbrxviNrsfh31fSedv","","בתי מזוזה","","","","rejected","yHkibC4ZnRtKds4y9IRD","בית שקוף למזוזה ‏גודל 20 "
"VL97jYsCI1NMtCbc0ig3","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור 36X29 ס""מ"
"VVZjjrO2odDuv1P9tkCS","","סט טלית תפילין","תיקים","","","active","","תיק טלית ותפילין שחור עם רצועה תפורה"
"VdIdpKAVJwJDWjNCxg29","","קלפי מזוזה","","","","active","L2OQjqGf5p7VGGruvLs6","מזוזה נוסח בית יוסף"
"VzOcaZIJPiXgsnKg2BTp","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית תפילין דמוי עור לבן עם ריקמה יברכך"
"W6gNKTBRvzkkSP1RSCPu","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור עם ריקמה"
"W6r9PidwNqr6Vc5skocg","","","","","","active","YWKJ0UP9o907Mz5WeGON","סט תפילין פצפונים ספרדי קומפלט"
"WbGkuBNtvhclW89q66TZ","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור לבן עם אותיות ""שיויתי"" זהב"
"Wf5m3PZNDuGoWPRfGsoR","","קלפי מזוזה","","","","active","kktgUyRYgk5cpBj68MzQ","קלף מזוזה"
"WhUW2jQELjwoptuIxCWU","","ספרי קודש וסידורים","","","","pending","","זמירות שבת דמוי עור לבן"
"WnpnxHpROV3mzdJXQlIQ","","קלפי מזוזה","","","","active","XvVqRPtheq250u74eMpq","מזוזות ""גוויל"""
"X8GFlMIHOVHOBnfpfbZs","","קלפי מזוזה","","","","active","yHkibC4ZnRtKds4y9IRD","מזוזה גודל 20 הדמו""ר הזקן חבד"
"XANO3CjklwOci8LOVR11","","ספרי תורה","","","","active","EgyEmn64ZRcA1qqF0n08","ספר תורה מהודר ספרדי"
"XEDzcQakqmORDqAtu5mq","","קלפי מזוזה","","","","active","8uai2kKVaQNxsP7C7KmG","מזוזה ב""י"
"XG1rwwzR6uh8XJcHyKF0","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית שחור פיו מפואר עם אותיות בולטות"
"YP5xiEMHQVlZxBRw1UYv","","","","","","active","YWKJ0UP9o907Mz5WeGON","סט תפילין פצפונים ספרדי קומפלט"
"YyuaHGlCO8raP2ZsgJdQ","","מגילות","","","","active","ey1wN573JFLVDEhKyTdv","מגילת אסתר חב""ד כתב אדמוה""ז"
"Z5rcpn8zjs9xvDcsQZZz","","קלפי מזוזה","","","","active","VSxQwabZLdkkamGGUGu8","מזוזה גודל 20 הדמו""ר הזקן חבד"
"Z7tOVfH9B4HtgaZqXsQA","","תפילין קומפלט","תפילין קומפלט","","","active","ca0bu7x7KDR8S9kTr3o6","סט תפילין נוסח ספרדי מהודרת בתכלית במחיר של מהודר"
"ZAr3hkhQDKbtjR2SMduz","","קלפי מזוזה","","","","active","of2HZ1rs9Nj7NcDEQYie","מזוזה גודל 12 מהודרת כתב ספרדי. "
"ZbccvvmF94Wd4bx92wkN","","קלפי מזוזה","","","","active","of2HZ1rs9Nj7NcDEQYie","מזוזה גודל 10"
"aYbFT4wdxP3tfXkOoYNx","","ספרי תורה","","","","active","ey1wN573JFLVDEhKyTdv","ספר תורה ספרדי 56"
"am2EeFqWj0cJRl4J6nyB","","קלפי מזוזה","","","","active","XvVqRPtheq250u74eMpq","מזוזות ""גוויל"""
"asPdifqFGTHXT3T3Eda1","","ספרי תורה","ספרי תורה","","","active","8GPtlN8Cn0AIoqGouNUn","ספר תורה כתיבת יד"
"b6mX2G29DOsLH63Hpqy7","","קלפי מזוזה","קלפים","","","active","R5etinG8kbPCLmGgAw2R","קלף מזוזה מהודרת ספרדית הרב אברהם ממן"
"chgTQpNGwBrwjGPpadhz","","קלפי מזוזה","","","","active","of2HZ1rs9Nj7NcDEQYie","מזוזה גודל 15 מהודרת "
"dx5tZDzCmjGzQSHfwKDi","","מגילות","","","","active","","מגילת שיר השירים כתב ספרדי"
"e1d5j44lrI1uB2KngR7I","","קלפי מזוזה","","","","active","s9vBwjX1do96MVDYhiUC",""
"e85TGCufBVLFjdOut1Gh","","קלפי תפילין","","","","active","1rcDqm9T4oAeDyaBPfDJ","פרשיות תפילין ספרדי"
"enSWZprGCl4udFN75O7o","","בר מצווה","סטים בהמה דקה","","","active","OgfgwSDr8QuHq2KDUQMg","סט בר מצווה עם תפילין בהמה דקה וברכת כהנים"
"fsZk8D93SyctX2sZuXna","","קלף מזוזה","","","","active","L2OQjqGf5p7VGGruvLs6","מזוזה נוסח בית יוסף"
"gKeLvpAbkzlceJkqVgRU","","קלפי מזוזה","","","","active","ny0jd2540XlTh6mXci35","מזוזה 15 ס""מ כתב ספרדי מהודר."
"gr4dStevYHMfC6M55jol","","קלפי מזוזה","","","","active","","קלף מזוזה מהודר נוסח אשכנזי האריז""ל"
"hPNUzK6oAUN3Z3VBxPRe","","ספרי תורה","","","","active","EgyEmn64ZRcA1qqF0n08","ספר תורה מהודר ספרדי"
"iF2QwwO0qouPM2eEEsKo","","קלפי תפילין","","","","active","","קלף תפילין מהודר הרב יוסף אליאס"
"ij8cX3dWEYvGBtIjUDly","","תפילין קומפלט","","","","active","OgfgwSDr8QuHq2KDUQMg","תפילין קומפלט מהודר ספרדי הרב עמנואל פלישטייב"
"jW3zj0RzU8aBkxlGfqB4","","קלפי מזוזה","","","","active","XvVqRPtheq250u74eMpq","מזוזות ""גוויל"""
"kNi03DOtYNGwWLPFN40s","","ספרי תורה","","","","active","","ספר תורה "
"kP2cvLeq7Hxb6eCBIXze","","קלפי מזוזה","","","","active","dogupVNRjdFIFFK3ZxzC","מזוזה ספרדי 15 ס”מ יפהפיה"
"keFhzqNvBkDX04LKxGw3","","קלפי מזוזה","","","","active","","קלף מזוזה אשכנזי מהודר גודל 15"
"lA0aRYrtyt910GWE9Qv5","","בר מצווה","סטים בהמה גסה","","","active","FtVUSMQTer1XZsFi0s7L","סט לבר מצווה מעויינים שחור -תפילין בהמה גסה"
"mOQ8n4RHAeHgdKH3y8EX","","בר מצווה","סטים בהמה דקה","","","active","","סט בר מצווה שלם עם תפילין בהמה דקה וברכת כהנים — עותק"
"n9sRjIGidH8fKO9thbtk","","קלפי מזוזה","","","","active","","קלף מזוזה הארי חב""ד מהודרת בתכלית הרב מנחם"
"oHxlfMNx0yOaL1JwLJaH","","קלפי תפילין","","","","active","","קלף תפילין כשר לכתחלה הרב דניאל "
"oKDpJYJTpnePaX6wEqqG","","ספרי תורה","","","","active","yHkibC4ZnRtKds4y9IRD","‏ספר תורה כתב אדמור הזקן גודל 48"
"pmAOn9oztDHFJCMnX6HA","","קלפי מזוזה","","","","active","vQv0r20jgJp2lVRN4x1u","מזוזה גודל 12 כתב ספרדי"
"qHGME6KNAWFr2CFURyd8","","קלפי מזוזה","","","","active","dklwyXicTPGhjK0FHhQ9","מזוזה גודל 15"
"shw869oGaW1rnnz1kCbX","","קלפי מזוזה","קלפים","","","active","8GPtlN8Cn0AIoqGouNUn","קלף מזוזה מהודרת ספרדית הרב עידו חלא"
"snqm3D7BqmAw1vPv703O","","בר מצווה","סטים בהמה דקה","","","active","OgfgwSDr8QuHq2KDUQMg","סט בר מצווה שלם עם תפילין בהמה דקה וברכת כהנים — עותק"
"uXxq50JWT9kiEgZAvY7Z","","","","","","active","dklwyXicTPGhjK0FHhQ9","אשת חיל "
"wXrHaVo6KS7BDZFixIYU","","בר מצווה","סטים בהמה גסה","","","active","IY1aVdSnTEtoWb6ko9zf","סט לבר מצווה מעויינים שחור -תפילין בהמה גסה — עותק"
"woGtFI0iPL93bikUXIDL","","מגילות","","","","active","dogupVNRjdFIFFK3ZxzC","מגוון מגילות יפות ומהודרות"
"ybwdzkV2Dd21oZmpbygV","","קלפי מזוזה","","","","active","of2HZ1rs9Nj7NcDEQYie","מזוזה גודל 15 מהודרת "
"yhq7ZVE1SCUWadhtvWmA","","בר מצווה","סטים בהמה דקה","","","active","OgfgwSDr8QuHq2KDUQMg","סט בר מצווה שלם עם תפילין בהמה דקה וברכת כהנים"
"z6RA9YWFU3FaMWkfXvCx","","קלפי מזוזה","קלפים","","","active","PWrQ9gsiBnzBhUlK7TK0","קלף מזוזה ספרדית מהודרת – הרב קורנפלד"
"zt0GzfvNI7GsK0HPCxiM","","קלף מזוזה","","","","active","vQv0r20jgJp2lVRN4x1u","מזוזה גודל 12 כתב ספרדי"
