קוד UK,שם,מחיר ספק,מחיר אצלנו,מחיר מחוק,מגיע בקרוב,תאריך צפי,כמות באריזה,קטגוריה,תת-קטגוריה,תמונה
UK59691,"גביע קידוש קריסטל זהב מהודר - 8 ס""מ",59.99,94,118,,,1,שבת,כוסות קידוש,https://www.israel-judaica.com/webp/59691.webp
UK59703,"גביע קידוש קריסטל מהודר - 8 ס""מ",59.99,94,118,,,1,שבת,כוסות קידוש,https://www.israel-judaica.com/webp/59703.webp
UK59690,"גביע קידוש קריסטל מהודר ""נהרות"" - 16 ס""מ תכולה 100 מ""ל",64.99,102,127,,,1,שבת,כוסות קידוש,https://www.israel-judaica.com/webp/59690.webp
UK59688,"גביע קידוש קריסטל מט מהודר ""ברכה"" - 16 ס""מ",64.99,102,127,,,1,שבת,כוסות קידוש,https://www.israel-judaica.com/webp/59688.webp
UK50788,"גביע קידוש קריסטל מהודר 16 ס""מ",64.99,102,127,כן,21/08/2026,1,שבת,כוסות קידוש,https://www.israel-judaica.com/webp/50788.webp
UK59689,"גביע קידוש קריסטל זהב מהודר ""נהרות"" - 16 ס""מ תכולה 100 מ""ל",64.99,102,127,,,1,שבת,כוסות קידוש,https://www.israel-judaica.com/webp/59689.webp
UK50787,"גביע קידוש קריסטל מהודר ""האש שלי"" 16 ס""מ",64.99,102,127,,,1,שבת,כוסות קידוש,https://www.israel-judaica.com/webp/50787.webp
UK50562,"גביע קידוש קריסטל עם רגל 14.5 ס""מ כיתוב זהב",44.99,71,88,,,1,שבת,כוסות קידוש,https://www.israel-judaica.com/webp/50562.webp
UK59563,"גביע קידוש קריסטל עם רגל 14.5 ס""מ כיתוב כסוף",44.99,71,88,,,1,שבת,כוסות קידוש,https://www.israel-judaica.com/webp/59563.webp
UK59705,"גביע קריסטל מהודר ללא רגל 9 ס""מ תכולה 100 מ""ל",59.99,94,118,,,1,שבת,כוסות קידוש,https://www.israel-judaica.com/webp/59705.webp
UK81185,"גביע קריסטל מהודר ללא רגל 9 ס""מ תכולה 100 מ",39.99,63,78,,,1,שבת,כוסות קידוש,https://www.israel-judaica.com/big/81185.jpg
UK86403,"גביע קידוש מהודר מפולימר עם תחתית 15 ס""מ",69.99,110,137,כן,09/08/2026,1,שבת,כוסות קידוש,https://www.israel-judaica.com/webp/86403.webp
UK86404,"גביע קידוש מהודר מפולימר עם תחתית 8 ס""מ",69.99,110,137,כן,09/08/2026,1,שבת,כוסות קידוש,https://www.israel-judaica.com/webp/86404.webp
UK86407,"גביע קידוש מהודר מפולימר עם תחתית 8 ס""מ",69.99,110,137,כן,09/08/2026,1,שבת,כוסות קידוש,https://www.israel-judaica.com/webp/86407.webp
UK55120,"גביע קידוש נירוסטה מרוקע 8 ס""מ תכולה 135 מ""ל",7.99,13,16,,,1,חגים,פסח,https://www.israel-judaica.com/big/55120.jpg
UK55121,"גביע קידוש נירוסטה ""פסים"" מט מבריק 8 ס""מ",7.99,13,16,,,1,חגים,פסח,https://www.israel-judaica.com/big/55121.jpg
UK83846,"ברכון מאקריליק לראש השנה 22X13 ס""מ רימונים צבעוני",29.99,47,59,,,1,חגים,ראש השנה,https://www.israel-judaica.com/webp/83846.webp
UK83844,"ברכון מאקריליק לראש השנה 22X13 ס""מ זהב",29.99,47,59,,,1,חגים,ראש השנה,https://www.israel-judaica.com/webp/83844.webp
UK83845,"ברכון מאקריליק לראש השנה 22X13 ס""מ כסף",29.99,47,59,,,1,חגים,ראש השנה,https://www.israel-judaica.com/webp/83845.webp
UK60461,תיק תפילין דמוי עור שחור פיו מפואר עם רקמה 23X2,109.99,172,216,כן,22/07/2026,1,טליתות,תיקי טלית,https://www.israel-judaica.com/big/60461.jpg
UK68007,"תיק טלית דמוי עור גוון עור נחש שחור 40X32 ס""מ",119.99,188,235,כן,22/07/2026,1,טליתות,תיקי טלית,https://www.israel-judaica.com/webp/68007.webp
UK61682,"תיק טלית תפילין פיו יברכך 40X32 ס""מ בטון",109.99,172,216,,,1,טליתות,תיקי טלית,https://www.israel-judaica.com/big/61682.jpg
UK60551,"תיק טלית תפילין פיו יברכך 40X32 ס""מ שחור",109.99,172,216,,,1,טליתות,תיקי טלית,https://www.israel-judaica.com/big/60551.jpg
UK61619,"תיק טלית תפילין פיו יברכך 40X32 ס""מלבן",109.99,172,216,,,1,טליתות,תיקי טלית,https://www.israel-judaica.com/big/61619.jpg
UK60457,"תיק מפואר לטלית תפילין דמוי עור אפור ""יברכך"" 38X33",109.99,172,216,,,1,טליתות,תיקי טלית,https://www.israel-judaica.com/big/60457.jpg
UK68023,"תיק מפואר לטלית דמוי עור לבן אותיות בולטות 38x31 ס""מ",109.99,172,216,,,1,טליתות,תיקי טלית,https://www.israel-judaica.com/webp/68023.webp
UK60570,"תיק מפואר לטלית תפילין דמוי עור אפור כהה ""יברכך"" 38X33 ס""מ",109.99,172,216,,,1,טליתות,תיקי טלית,https://www.israel-judaica.com/big/60570.jpg
UK60308,תיק מפואר לטלית דמוי עור לבן אותיות בולטות,109.99,172,216,כן,22/07/2026,1,טליתות,תיקי טלית,https://www.israel-judaica.com/big/60308.jpg
UK60312,"תיק מפואר לטלית דמוי עור אותיות בולטות ""יברכך""",109.99,172,216,כן,22/07/2026,1,טליתות,תיקי טלית,https://www.israel-judaica.com/big/60312.jpg
UK60298,"תיק טלית תפילין רש""י פיו שחור משבצות",119.99,188,235,כן,22/07/2026,1,טליתות,תיקי טלית,https://www.israel-judaica.com/big/60298.jpg
UK68030,"תיק תפילין דמוי עור לבן 25X22 ס""מ",24.99,39,49,,,1,טליתות,תיקי טלית,https://www.israel-judaica.com/webp/68030.webp
UK68031,"תיק תפילין דמוי עור בטון 25X22 ס""מ",24.99,39,49,,,1,טליתות,תיקי טלית,https://www.israel-judaica.com/webp/68031.webp
UK68032,"תיק תפילין דמוי עור שחור 25X22 ס""מ",24.99,39,49,,,1,טליתות,תיקי טלית,https://www.israel-judaica.com/webp/68032.webp
UK68027,"תיק טלית דמוי עור לבן 36X29 ס""מ",32.99,52,65,,,1,טליתות,תיקי טלית,https://www.israel-judaica.com/webp/68027.webp
UK68028,"תיק טלית דמוי עור בטון 36X29 ס""מ",32.99,52,65,,,1,טליתות,תיקי טלית,https://www.israel-judaica.com/webp/68028.webp
UK68029,"תיק טלית דמוי עור שחור 36X29 ס""מ",32.99,52,65,,,1,טליתות,תיקי טלית,https://www.israel-judaica.com/webp/68029.webp
UK45979,"קליפס לטלית ניקל אבני החושן עם שרשרת 9 ס""מ",19.99,31,39,,,1,טליתות,מחזיקי טלית,https://www.israel-judaica.com/big/45979.jpg
UK67519,"תיק תפילין דמוי עור 25X22 ס""מ",24.99,39,49,,,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/big/67519.jpg
UK67955,"נרתיק קלאצ' האש שלי דמוי עור כתום הבלטה""האש שלי"" 26.520.5סמ",39.99,63,78,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/67955.webp
UK67956,"נרתיק קלאצ' האש שלי דמוי עור ירוק הבלטה""האש שלי"" 26.520.5סמ",39.99,63,78,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/67956.webp
UK60222,"תיק לתפילין כחול כהה 27X22 ס""מ",12.99,20,25,,,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/big/60222.jpg
UK67953,"נרתיק קלאצ' האש שלי דמוי עור שחור הטבעה ""יברכך"" 26.520.5סמ",39.99,63,78,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/67953.webp
UK67954,"נרתיק קלאצ' האש שלי דמוי עור בטון הטבעה ""יברכך"" 26.520.5סמ",39.99,63,78,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/67954.webp
UK68008,"סט טלית תפילין קטיפה + כיפה תכלת חריטת לייזר ""יברכך"" 36X29 ס""מ",109.99,172,216,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/68008.webp
UK68009,"סט טלית תפילין קטיפה + כיפה כחול כהה חריטת לייזר ""יברכך"" 36X29 ס""מ",109.99,172,216,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/68009.webp
UK68010,"סט טלית תפילין קטיפה + כיפה אפור בהיר חריטת לייזר ""יברכך"" 36X29 ס""מ",109.99,172,216,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/68010.webp
UK68011,"סט טלית תפילין קטיפה + כיפה ירוק חריטת לייזר ""יברכך"" 36X29 ס""מ",109.99,172,216,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/68011.webp
UK68012,"סט טלית תפילין קטיפה + כיפה לבן חריטת לייזר ""יברכך"" 36X29 ס""מ",109.99,172,216,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/68012.webp
UK68013,"סט טלית תפילין קטיפה + כיפה חום חריטת לייזר ""יברכך"" 36X29 ס""מ",109.99,172,216,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/68013.webp
UK67979,"סט טלית תפילין קטיפה + כיפה חום חריטת לייזר ""האש שלי"" 36X29 ס""מ",109.99,172,216,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/67979.webp
UK67980,"סט טלית תפילין קטיפה + כיפה אפור בהיר חריטת לייזר ""האש שלי"" 36X29 ס""מ",109.99,172,216,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/67980.webp
UK67981,"סט טלית תפילין קטיפה + כיפה תכלת חריטת לייזר ""האש שלי"" 36X29 ס""מ",109.99,172,216,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/67981.webp
UK67982,"סט טלית תפילין קטיפה + כיפה כחול כהה חריטת לייזר ""האש שלי"" 36X29 ס""מ",109.99,172,216,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/67982.webp
UK67983,"סט טלית תפילין קטיפה + כיפה ירוק כהה חריטת לייזר ""האש שלי"" 36X29 ס""מ",109.99,172,216,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/67983.webp
UK67984,"סט טלית תפילין קטיפה + כיפה לבן חריטת לייזר ""האש שלי"" 36X29 ס""מ",109.99,172,216,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/67984.webp
UK67934,"סט טלית תפילין + כיפה קטיפה חום בהיר חריטת לייזר ""האש שלי"" 36X29 ס""מ",109.99,172,216,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/67934.webp
UK67935,"סט טלית תפילין קטיפה + כיפה חום בהיר חריטת לייזר ""טלית תפילין"" 36X29 ס""מ",79.99,125,157,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/67935.webp
UK67936,"סט טלית תפילין קטיפה + כיפה חום בהיר חריטת לייזר ""יברכך"" 36X29 ס""מ",89.99,141,176,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/67936.webp
UK67962,"סט טלית תפילין קטיפה + כיפה חום בהיר חריטת לייזר ""בבא סאלי"" 36X29 ס""מ",89.99,141,176,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/67962.webp
UK68001,"סט טלית תפילין קטיפה + כיפה אפור חריטת לייזר ""יברכך"" 36X29 ס""מ",89.99,141,176,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/68001.webp
UK68005,"סט טלית תפילין מפואר דמוי עור וקטיפה בז' ""יברכך"" 38x29 ס""מ",79.99,125,157,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/68005.webp
UK68006,"סט טלית תפילין מפואר דמוי עור וקטיפה חום ""יברכך"" 38x29 ס""מ",79.99,125,157,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/68006.webp
UK68086,"סט טלית תפילין מפואר דמוי עור וקטיפה אפור ""יברכך"" 38x29 ס""מ",89.99,141,176,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/68086.webp
UK68087,"סט טלית תפילין מפואר דמוי עור וקטיפה חום בהיר ""יברכך"" 38x29 ס""מ",89.99,141,176,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/68087.webp
UK68088,"סט טלית תפילין מפואר דמוי עור וקטיפה חום ""יברכך"" 38x29 ס""מ",79.99,125,157,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/68088.webp
UK68089,"סט טלית תפילין מפואר דמוי עור וקטיפה שחור ""יברכך"" 38x29 ס""מ",79.99,125,157,כן,09/08/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/68089.webp
UK67629,סט טלית תפילין מהודר בד ארוג כחול כהה וכחול בהי,69.99,110,137,,,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/67629.webp
UK68024,"סט טלית תפילין דמוי עור שחור ואפור עם ריקמה 36X29 ס""מ",59.99,94,118,,,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/68024.webp
UK68025,"סט טלית תפילין דמוי עור שחור עם ריקמה 36X29 ס""מ",59.99,94,118,,,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/68025.webp
UK68026,"סט טלית תפילין דמוי עור לבן עם ריקמה 36X29 ס""מ",59.99,94,118,,,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/68026.webp
UK68035,"סט טלית תפילין דמוי עור עם ריקמה אפור 36X29 ס""מ",59.99,94,118,,,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/68035.webp
UK65055,"סט טלית תפילין דמוי עור עם ריקמה 36X29 ס""מ",59.99,94,118,כן,22/07/2026,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/65055.webp
UK61240,"סט טלית תפילין דמוי עור וקטיפה ריקמה + רצועה 36x34 ס""מ",109.99,172,216,,,1,טליתות,סט טלית תפילין,https://www.israel-judaica.com/webp/61240.webp
UK17385,"כיפה סרוגה שטיח 20 ס""מ כחול כהה כחול בהיר ובז",5.99,9,12,,,1,כיפות,סרוגות,https://www.israel-judaica.com/webp/17385.webp
UK17156,"כיפה סטן לבן 20 ס""מ עם עיטור ריקמה",2.99,5,6,,,1,כיפות,סאטן וטריקלין,https://www.israel-judaica.com/webp/17156.webp
UK00336,"כיפה סטן לבן ""עיטורים""19 ס""מ",2.99,5,6,,,1,כיפות,סאטן וטריקלין,https://www.israel-judaica.com/webp/336.webp
UK12411,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר האש שלי גודל 3 - פנינה",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12411.webp
UK12424,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר האש שלי גודל 3 - זהב",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12424.webp
UK12429,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר האש שלי גודל 3 - תכלת",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12429.webp
UK12430,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר האש שלי גודל 3 - כחול",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12430.webp
UK12414,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר האש שלי גודל 3 - אפור",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12414.webp
UK12422,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר האש שלי גודל 3 - שחור",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12422.webp
UK12513,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר האש שלי גודל 3 - אפור",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12513.webp
UK12533,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר האש שלי גודל 3 - חום",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12533.webp
UK12473,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר יברכך גודל 3 - כחול",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12473.webp
UK12474,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר יברכך גודל 3 - זהב",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12474.webp
UK12479,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר יברכך גודל 3 - פנינה",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12479.webp
UK12500,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר יברכך גודל 3 - תכלת",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12500.webp
UK12415,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר יברכך גודל 3 - חום",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12415.webp
UK12475,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר יברכך גודל 3 - אפור",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12475.webp
UK12476,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר יברכך גודל 3 - אפור",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12476.webp
UK12502,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר יברכך גודל 3 - שחור",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12502.webp
UK12403,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר סידנא בבא סאלי גודל 3 - זהב",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12403.webp
UK12504,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר סידנא בבא סאלי גודל 3 - פנינה",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12504.webp
UK12510,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר סידנא בבא סאלי גודל 3 - כחול",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12510.webp
UK12521,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר סידנא בבא סאלי גודל 3 - תכלת",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12521.webp
UK12410,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר סידנא בבא סאלי גודל 3 - שחור",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12410.webp
UK12507,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר סידנא בבא סאלי גודל 3 - אפור",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12507.webp
UK12512,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר סידנא בבא סאלי גודל 3 - אפור",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12512.webp
UK12531,"כיפה קטיפה ""ארט-מן"" עם חריטה בלייזר סידנא בבא סאלי גודל 3 - חום",17.99,28,35,כן,09/08/2026,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/12531.webp
UK10265,"כיפה קטיפה ""ארט-מן"" עם ריקמה האש שלי גודל 3 - ח",19.99,31,39,,,1,כיפות,קטיפה,https://www.israel-judaica.com/webp/10265.webp
UK12024,"כיפה פשתן ארטמן לבן 20 ס""מ",11.99,19,24,,,1,כיפות,כיפות מיוחדות,https://www.israel-judaica.com/webp/12024.webp
UK12025,"כיפה פשתן ארטמן בז' 20 ס""מ",11.99,19,24,,,1,כיפות,כיפות מיוחדות,https://www.israel-judaica.com/webp/12025.webp
UK12026,"כיפה פשתן ארטמן בז' 20 ס""מ",11.99,19,24,,,1,כיפות,כיפות מיוחדות,https://www.israel-judaica.com/webp/12026.webp
UK12027,"כיפה פשתן ארטמן לבן 18 ס""מ",11.99,19,24,,,1,כיפות,כיפות מיוחדות,https://www.israel-judaica.com/webp/12027.webp
UK12028,"כיפה פשתן ארטמן בז' 18 ס""מ",11.99,19,24,,,1,כיפות,כיפות מיוחדות,https://www.israel-judaica.com/webp/12028.webp
UK12036,"כיפה פשתן ארטמן בז' 18 ס""מ",11.99,19,24,,,1,כיפות,כיפות מיוחדות,https://www.israel-judaica.com/webp/12036.webp
UK10307,"כיפה ירושלמית לבן חלק 19.5 ס""מ",17.99,28,35,,,1,כיפות,כיפות מיוחדות,https://www.israel-judaica.com/big/10307.jpg
UK10308,"כיפה פריק לבן חלק 19.5 ס""מ",7.99,13,16,,,1,כיפות,פריק,https://www.israel-judaica.com/big/10308.jpg
UK10759,"כיפה פריק שחורה 23 ס""מ ""נחמן מאומן""",7.99,13,16,,,1,כיפות,פריק,https://www.israel-judaica.com/webp/10759.webp
UK11022,"כיפה פריק לבן חלק 24 ס""מ",7.99,13,16,,,1,כיפות,פריק,https://www.israel-judaica.com/big/11022.jpg
UK15677,"כיפה נחמן לבן חלק 22 ס""מ",7.99,13,16,,,1,כיפות,פריק,https://www.israel-judaica.com/big/15677.jpg
UK17667,"כיפה פריק צהוב ""נחמן מאומן"" 24 ס""מ",7.99,13,16,,,1,כיפות,פריק,https://www.israel-judaica.com/big/17667.jpg
UK17668,"כיפה פריק ירוק ""נחמן מאומן"" 24 ס""מ",7.99,13,16,,,1,כיפות,פריק,https://www.israel-judaica.com/webp/17668.webp
UK24931,"מזוזה אלומיניום 10 ס""מ לבן ""ש"" מתכת",10.99,17,22,כן,22/07/2026,1,בתי מזוזה,מזוזות אלומיניום,https://www.israel-judaica.com/webp/24931.webp
UK24954,"מזוזה אלומיניום 7 ס""מ לבנה ""ש"" מתכת פרופיל מיוח",10.99,17,22,כן,22/07/2026,1,בתי מזוזה,מזוזות אלומיניום,https://www.israel-judaica.com/webp/24954.webp
UK24930,"מזוזה אלומיניום 15 ס""מ שחור מט ""ש"" מודפסת",13.99,22,27,כן,22/07/2026,1,בתי מזוזה,מזוזות אלומיניום,https://www.israel-judaica.com/webp/24930.webp
UK24953,"מזוזה אלומיניום 12 ס""מ צבועה בתלת מימד - פסים",18.99,30,37,כן,22/07/2026,1,בתי מזוזה,מזוזות אלומיניום,https://www.israel-judaica.com/webp/24953.webp
UK21665,"מזוזה אלומיניום ""סגירה גומי"" 15 ס""מ לבן ""ש"" מת",13.99,22,27,כן,22/07/2026,1,בתי מזוזה,מזוזות אלומיניום,https://www.israel-judaica.com/big/21665.jpg
UK21671,"מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ רוז גולד """,13.99,22,27,כן,22/07/2026,1,בתי מזוזה,מזוזות אלומיניום,https://www.israel-judaica.com/big/21671.jpg
UK21672,"מזוזה אלומיניום ""סגירה גומי"" 15 ס""מ רוז גולד """,13.99,22,27,כן,22/07/2026,1,בתי מזוזה,מזוזות אלומיניום,https://www.israel-judaica.com/big/21672.jpg
UK21673,"מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ אפור כהה ""ש ל",13.99,22,27,כן,22/07/2026,1,בתי מזוזה,מזוזות אלומיניום,https://www.israel-judaica.com/webp/21673.webp
UK21674,"מזוזה אלומיניום ""סגירה גומי"" 15 ס""מ אפור כהה ""ש ל",13.99,22,27,כן,22/07/2026,1,בתי מזוזה,מזוזות אלומיניום,https://www.israel-judaica.com/big/21674.jpg
UK21675,"מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ כסף ""ש להבה""",13.99,22,27,כן,22/07/2026,1,בתי מזוזה,מזוזות אלומיניום,https://www.israel-judaica.com/big/21675.jpg
UK21676,"מזוזה אלומיניום ""סגירה גומי"" 15 ס""מ כסף ""ש להבה""",13.99,22,27,כן,22/07/2026,1,בתי מזוזה,מזוזות אלומיניום,https://www.israel-judaica.com/big/21676.jpg
UK21684,"מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ לבן ""ש להבה""",13.99,22,27,כן,22/07/2026,1,בתי מזוזה,מזוזות אלומיניום,https://www.israel-judaica.com/big/21684.jpg
UK21685,"מזוזה אלומיניום ""סגירה גומי"" 15 ס""מ לבן ""ש להבה""",13.99,22,27,כן,22/07/2026,1,בתי מזוזה,מזוזות אלומיניום,https://www.israel-judaica.com/big/21685.jpg
UK21689,"מזוזה אלומיניום ""סגירה גומי"" 15 ס""מ זהב ""ש להבה""",13.99,22,27,כן,22/07/2026,1,בתי מזוזה,מזוזות אלומיניום,https://www.israel-judaica.com/big/21689.jpg
UK24613,"מזוזה אלומיניום 15 ס""מ זהב מט ""ש"" חרוטה",44.99,71,88,כן,21/08/2026,1,בתי מזוזה,מזוזות אלומיניום,https://www.israel-judaica.com/webp/24613.webp
UK24614,"מזוזה אלומיניום 12 ס""מ כסף מט ""ש"" חרוטה",44.99,71,88,כן,21/08/2026,1,בתי מזוזה,מזוזות אלומיניום,https://www.israel-judaica.com/webp/24614.webp
UK24637,"מזוזה אלומיניום 12 ס""מ זהב מט ""ש"" חרוטה",44.99,71,88,כן,21/08/2026,1,בתי מזוזה,מזוזות אלומיניום,https://www.israel-judaica.com/webp/24637.webp
UK24638,"מזוזה אלומיניום 15 ס""מ כסף מט ""ש"" חרוטה",44.99,71,88,כן,21/08/2026,1,בתי מזוזה,מזוזות אלומיניום,https://www.israel-judaica.com/webp/24638.webp
UK24639,"מזוזה אלומיניום 15 ס""מ שחור מט ""ש"" חרוטה",44.99,71,88,כן,21/08/2026,1,בתי מזוזה,מזוזות אלומיניום,https://www.israel-judaica.com/webp/24639.webp
UK24743,"מזוזה אלומיניום 12 ס""מ שחור מט ""ש"" חרוטה",44.99,71,88,כן,21/08/2026,1,בתי מזוזה,מזוזות אלומיניום,https://www.israel-judaica.com/webp/24743.webp
UK50453,"מזוזה לרכב ניקל עם אקריליק 6 ס""מ",13.99,22,27,כן,22/07/2026,1,בתי מזוזה,מזוזות לרכב,https://www.israel-judaica.com/big/50453.jpg
UK21963,"מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ שחור מט ""ש לה",13.99,22,27,כן,22/07/2026,1,בתי מזוזה,מזוזות עץ,https://www.israel-judaica.com/big/21963.jpg
UK21964,"מזוזה אלומיניום ""סגירה גומי"" 15 ס""מ שחור מט ""ש לה",13.99,22,27,כן,22/07/2026,1,בתי מזוזה,מזוזות עץ,https://www.israel-judaica.com/big/21964.jpg
UK24876,מזוזה פולימר עץ עם אפוקסי צבע טורקיז גודל 20,69.99,110,137,כן,09/08/2026,1,בתי מזוזה,מזוזות עץ,https://www.israel-judaica.com/webp/24876.webp
UK24877,מזוזה פולימר עץ עם אפוקסי צבע טורקיז גודל 15,59.99,94,118,כן,09/08/2026,1,בתי מזוזה,מזוזות עץ,https://www.israel-judaica.com/webp/24877.webp
UK24878,מזוזה פולימר עץ עם אפוקסי צבע כחול גודל 25,79.99,125,157,כן,09/08/2026,1,בתי מזוזה,מזוזות עץ,https://www.israel-judaica.com/webp/24878.webp
UK24879,מזוזה פולימר עץ עם אפוקסי צבע כחול גודל 20,69.99,110,137,כן,09/08/2026,1,בתי מזוזה,מזוזות עץ,https://www.israel-judaica.com/webp/24879.webp
